@relation homes-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute postal-code {84003,84004,84005,84013,84020,84042,84043,84045,84049,84057,84058,84062,84074,84078,84097,84601,84604,84606,84629,84633,84651,84653,84655,84660,84663,84664}
@attribute bedrooms {1,2,3,4,5,6,7,8}
@attribute bathrooms {1,2,3,4,5,6,8}
@attribute square-feet numeric
@attribute lot-size numeric
@attribute cars {0,1,2,3,4,5,6,7,8,10,12}
@attribute type {'Condo/Townhome/Row Home/Co-Op','Mfd/Mobile Home','Multi-Family Home','Single Family Home'}
@attribute cost numeric

@data
84660,1,1,0,0.000419,0,'Single Family Home',125000
84660,8,4,0.338185,0.002512,0,'Multi-Family Home',439900
84097,6,4,0.636137,0.003453,3,'Single Family Home',830000
84660,8,4,0.338185,0.00136,0,'Multi-Family Home',439900
84057,3,2,0.072461,0.001884,2,'Single Family Home',229900
84606,2,1,0.061025,0.000105,0,'Condo/Townhome/Row Home/Co-Op',172500
84651,6,3,0.269986,0.00157,0,'Single Family Home',269900
84005,3,2,0.294833,0.002198,2,'Single Family Home',319980
84045,3,2,0.324254,0.00157,3,'Single Family Home',339950
84663,3,2,0.165818,0.00293,3,'Single Family Home',335500
84005,3,2,0.260942,0.000942,2,'Single Family Home',344900
84043,3,2,0.16509,?,2,'Single Family Home',439900
84660,2,2,0.146065,0.003453,2,'Single Family Home',199900
84058,4,3,0.373324,0.003244,3,'Single Family Home',489900
84660,4,2,0.256056,0.002093,2,'Single Family Home',319900
84045,4,2,0.294105,0.003244,2,'Single Family Home',349950
84062,3,2,0.070382,0.000209,1,'Condo/Townhome/Row Home/Co-Op',190000
84003,5,3,0.211976,0.004186,2,'Single Family Home',374000
84660,4,2,0.198877,0.001884,2,'Single Family Home',274900
84005,3,2,0.288699,0.01036,3,'Single Family Home',435000
84003,4,2,0.319056,0.000419,2,'Condo/Townhome/Row Home/Co-Op',375000
84058,5,3,0.462106,0.003767,3,'Single Family Home',459000
84005,3,2,0.260942,0.000733,2,'Single Family Home',331900
84003,5,3,0.275808,0.00136,2,'Condo/Townhome/Row Home/Co-Op',274500
84663,3,2,0.076931,0.000209,0,'Condo/Townhome/Row Home/Co-Op',162900
84005,2,2,0.210001,?,2,'Single Family Home',442900
84651,3,2,0.335378,0.003663,3,'Single Family Home',418160
84651,3,2,0.335378,0.003663,3,'Single Family Home',439210
84604,3,1,0.073708,0,0,'Condo/Townhome/Row Home/Co-Op',179000
84660,3,2,0.122986,0.001465,2,'Single Family Home',259900
84058,4,2,0.136085,0.001988,1,'Single Family Home',249900
84058,4,2,0.125793,0.001884,2,'Single Family Home',257900
84045,3,2,0.15012,?,2,'Single Family Home',242990
84043,3,2,0.115605,?,2,'Single Family Home',295990
84045,3,2,0.153758,?,2,'Single Family Home',244990
84043,3,2,0.238174,?,2,'Single Family Home',339990
84043,3,2,0.30866,?,2,'Single Family Home',359990
84003,4,2,0.360432,?,3,'Single Family Home',482990
84003,3,2,0.328101,?,3,'Single Family Home',452990
84062,3,2,0.088679,0.000105,0,'Condo/Townhome/Row Home/Co-Op',189900
84005,4,3,0.199605,0.000314,2,'Single Family Home',289900
84651,5,3,0.293482,0.003035,2,'Single Family Home',312900
84005,3,2,0.217798,0.001046,2,'Single Family Home',319900
84043,4,3,0.366462,0.001151,2,'Single Family Home',514900
84003,6,4,0.569186,0.006907,4,'Single Family Home',749000
84045,4,2,0.287036,0.002093,3,'Single Family Home',379900
84043,5,2,0.162075,0.002825,4,'Single Family Home',295900
84663,4,2,0.1286,0.001465,0,'Single Family Home',254900
84660,3,2,0.163427,0.00136,2,'Single Family Home',265000
84062,4,2,0.111134,0.002407,0,'Multi-Family Home',299999
84664,3,3,0.516686,0.003767,4,'Single Family Home',450000
84601,3,1,0.076307,0.002198,0,'Single Family Home',199000
84058,4,3,0.114045,0.001884,2,'Single Family Home',265000
84664,4,2,0.412933,0.003453,3,'Single Family Home',453800
84043,3,2,0.156877,0.000105,0,'Condo/Townhome/Row Home/Co-Op',219900
84058,3,3,0.180372,0.000209,2,'Condo/Townhome/Row Home/Co-Op',292000
84005,3,2,0.17112,0.000105,2,'Condo/Townhome/Row Home/Co-Op',244900
84660,5,3,0.164778,0.002198,2,'Single Family Home',271500
84003,3,1,0.108743,0.002512,2,'Single Family Home',244000
84664,4,2,0.436012,0.003453,2,'Single Family Home',452900
84664,4,2,0.436012,0.003349,3,'Single Family Home',478400
84651,3,2,0.079946,0.000105,2,'Condo/Townhome/Row Home/Co-Op',188000
84045,3,2,0.084936,0.000209,2,'Condo/Townhome/Row Home/Co-Op',195000
84057,5,2,0.207194,0.002198,1,'Single Family Home',234900
84664,4,2,0.516478,0.003663,2,'Single Family Home',470900
84005,4,2,0.252833,0.001256,2,'Single Family Home',334990
84664,4,2,0.402433,0.003558,2,'Single Family Home',444400
84664,3,2,0.413037,0.003453,2,'Single Family Home',453900
84664,3,2,0.333818,0.003453,2,'Single Family Home',399900
84664,3,2,0.39474,0.003453,2,'Single Family Home',415900
84664,4,2,0.478324,0.003663,3,'Single Family Home',469150
84664,3,2,0.346398,0.00743,2,'Single Family Home',447900
84660,3,2,0.303254,0.001779,2,'Single Family Home',315900
84005,3,2,0.187545,0.000628,2,'Single Family Home',281990
84003,6,4,0.432997,0.007535,3,'Single Family Home',649900
84005,4,2,0.204803,?,2,'Single Family Home',420900
84660,3,2,0.402537,0.002512,3,'Single Family Home',499000
84005,5,3,0.198669,0.001465,2,'Single Family Home',259900
84660,6,3,0.558998,0.002407,2,'Single Family Home',500000
84043,3,2,0.192224,?,2,'Single Family Home',440900
84663,5,3,0.188689,0.001884,2,'Single Family Home',269900
84005,5,3,0.393596,0.001465,2,'Single Family Home',309900
84660,6,4,0.550889,0.053893,6,'Single Family Home',674900
84663,4,2,0.219254,0.002616,2,'Single Family Home',318900
84651,5,2,0.169352,0.002616,2,'Single Family Home',249000
84651,6,3,0.284957,0.001988,2,'Single Family Home',319900
84005,5,3,0.198461,0.00136,2,'Single Family Home',259900
84660,3,1,0.072565,0.054835,3,'Single Family Home',475900
84653,5,3,0.260838,0.007848,2,'Single Family Home',239900
84004,6,4,0.503379,0.002302,2,'Single Family Home',689900
84057,6,3,0.282982,0.003767,2,'Single Family Home',299900
84651,2,1,0.051253,0,0,'Condo/Townhome/Row Home/Co-Op',140000
84097,4,2,0.301175,0.002198,2,'Single Family Home',329000
84651,3,1,0.066431,0.002721,0,'Single Family Home',174000
84045,3,2,0.173095,0.000837,2,'Condo/Townhome/Row Home/Co-Op',259900
84663,4,3,0.166857,0.001884,2,'Single Family Home',255500
84005,5,2,0.275185,0.000314,2,'Condo/Townhome/Row Home/Co-Op',269900
84601,3,1,0.09606,0.000105,0,'Condo/Townhome/Row Home/Co-Op',199900
84651,4,1,0.100946,0.00136,2,'Condo/Townhome/Row Home/Co-Op',195000
84074,3,2,0.136189,0.00136,2,'Single Family Home',199900
84043,4,2,0.240046,?,3,'Single Family Home',429950
84651,3,2,0.30367,?,2,'Single Family Home',349900
84043,6,3,0.224452,0.001988,2,'Single Family Home',339000
84663,6,2,0.210937,0.001674,0,'Multi-Family Home',290000
84604,2,1,0.052916,0,0,'Condo/Townhome/Row Home/Co-Op',189000
84005,4,3,0.182867,0.001779,2,'Single Family Home',249900
84043,4,2,0.360432,?,2,'Single Family Home',379990
84003,3,2,0.315209,?,3,'Single Family Home',442990
84043,4,2,0.193575,?,2,'Single Family Home',444900
84660,7,3,0.402121,0.00429,3,'Single Family Home',450000
84003,6,4,0.46876,0.002512,3,'Single Family Home',574900
84664,3,2,0.433621,0.004186,2,'Single Family Home',426900
84664,3,2,0.495478,0.01036,3,'Single Family Home',578900
84062,6,3,0.412413,0.001988,2,'Single Family Home',365000
84660,4,3,0.274977,0.05316,4,'Single Family Home',450000
84062,3,2,0.089302,0.000209,0,'Condo/Townhome/Row Home/Co-Op',189800
84062,3,2,0.197214,0.002302,2,'Single Family Home',290000
84043,4,3,0.222996,0.000209,2,'Condo/Townhome/Row Home/Co-Op',369000
84664,6,5,0.660672,0.010465,10,'Single Family Home',899900
84043,3,2,0.223412,0.000105,2,'Condo/Townhome/Row Home/Co-Op',320000
84043,3,2,0.164154,0.000105,2,'Condo/Townhome/Row Home/Co-Op',274990
84005,3,2,0.204491,?,2,'Single Family Home',425900
84045,5,3,0.305333,0.002407,3,'Single Family Home',399900
84058,5,3,0.195135,0,2,'Condo/Townhome/Row Home/Co-Op',229000
84003,5,3,0.27612,0.003349,3,'Single Family Home',560000
84606,5,2,0.156045,0.001256,0,'Single Family Home',238000
84663,4,2,0.173823,0.005337,2,'Single Family Home',275000
84043,4,3,0.221541,0.000105,2,'Condo/Townhome/Row Home/Co-Op',339900
84043,6,3,0.28163,0.001988,2,'Single Family Home',375000
84664,4,2,0.436012,0.01036,2,'Single Family Home',581900
84664,4,2,0.36719,0.005128,2,'Single Family Home',499400
84664,4,2,0.402433,0.01036,3,'Single Family Home',572800
84664,4,2,0.516166,0.01036,2,'Single Family Home',607900
84664,3,2,0.391413,0.01036,2,'Single Family Home',556400
84660,3,2,0.102817,0.000105,2,'Condo/Townhome/Row Home/Co-Op',204900
84664,4,2,0.47822,0.003558,3,'Single Family Home',469150
84660,5,3,0.370101,0.005128,4,'Single Family Home',515000
84664,4,2,0.385383,0.003663,2,'Single Family Home',438350
84043,4,3,0.266036,?,3,'Single Family Home',439950
84651,4,2,0.354507,?,2,'Single Family Home',376900
84043,3,2,0.310115,?,2,'Single Family Home',354990
84045,3,2,0.261254,?,2,'Single Family Home',307990
84045,3,2,0.238174,?,2,'Single Family Home',302990
84045,3,2,0.269675,?,2,'Single Family Home',292990
84003,3,2,0.251585,0.000209,2,'Condo/Townhome/Row Home/Co-Op',289900
84651,6,3,0.323734,0.001988,3,'Single Family Home',411000
84664,6,4,0.389853,0.007953,3,'Single Family Home',629000
84651,4,3,0.374363,0.004814,2,'Single Family Home',425000
84043,3,3,0.194719,0.000105,1,'Condo/Townhome/Row Home/Co-Op',316900
84005,5,2,0.223308,0.000419,2,'Single Family Home',309990
84005,2,2,0.317393,0.002512,3,'Single Family Home',339999
84043,3,2,0.194823,?,2,'Single Family Home',441900
84005,3,2,0.182451,?,2,'Single Family Home',402900
84651,4,2,0.243788,0.001674,0,'Single Family Home',249900
84005,6,3,0.400457,0.010465,6,'Single Family Home',525000
84005,4,2,0.292338,0.00136,3,'Single Family Home',369950
84606,6,4,0.317185,0.003035,2,'Single Family Home',359000
84606,4,2,0.207194,0.001779,0,'Single Family Home',279900
84606,4,2,0.172679,0.001674,1,'Single Family Home',289900
84660,3,2,0.182867,0,2,'Condo/Townhome/Row Home/Co-Op',249900
84660,3,2,0.182867,0,2,'Condo/Townhome/Row Home/Co-Op',254900
84043,4,2,0.147624,0.002093,2,'Single Family Home',284900
84660,3,2,0.182867,0,2,'Condo/Townhome/Row Home/Co-Op',249900
84663,4,2,0.139516,0.002616,3,'Single Family Home',314900
84062,5,3,0.241709,0.002093,2,'Single Family Home',299900
84043,3,2,0.337769,0.002198,3,'Single Family Home',413000
84003,5,3,0.324982,0.001465,2,'Single Family Home',343900
84043,4,2,0.226531,?,2,'Single Family Home',424950
84655,3,2,0.04252,?,0,'Mfd/Mobile Home',60000
84062,3,2,0.079946,0.000209,1,'Condo/Townhome/Row Home/Co-Op',177900
84062,3,2,0.079946,0.000209,1,'Condo/Townhome/Row Home/Co-Op',177900
84005,5,3,0.214263,0.00157,2,'Single Family Home',258000
84043,4,2,0.406383,0.003035,3,'Single Family Home',525000
84003,6,5,0.578127,0.002302,3,'Single Family Home',579000
84604,4,3,0.66088,0.003035,2,'Single Family Home',729000
84604,5,3,0.548394,0.002825,4,'Single Family Home',589971
84663,4,2,0.159372,0.001884,2,'Single Family Home',224900
84653,5,3,0.276848,0.002721,2,'Single Family Home',359900
84043,4,2,0.235575,?,2,'Single Family Home',478900
84005,6,3,0.355546,0.002302,2,'Single Family Home',350000
84660,3,2,0.307412,0.002093,3,'Single Family Home',385000
84045,4,3,0.501196,0.002616,3,'Single Family Home',539900
84660,3,2,0.156877,0.003872,1,'Single Family Home',259900
84045,3,2,0.080362,0.000209,1,'Condo/Townhome/Row Home/Co-Op',180000
84045,5,3,0.237759,0.002198,2,'Single Family Home',349000
84651,3,2,0.080466,?,0,'Condo/Townhome/Row Home/Co-Op',165000
84651,3,2,0.274457,?,2,'Single Family Home',335900
84005,4,2,0.177357,?,2,'Single Family Home',369900
84062,3,2,0.273833,0.002616,2,'Single Family Home',319900
84057,4,3,0.158125,0.001988,2,'Single Family Home',285000
84043,3,2,0.188065,?,2,'Single Family Home',359950
84062,3,2,0.099075,0.001779,2,'Single Family Home',249900
84043,3,2,0.152719,?,3,'Single Family Home',394950
84663,3,1,0.058218,0,0,'Condo/Townhome/Row Home/Co-Op',99900
84604,7,3,0.410957,0.002302,2,'Single Family Home',339000
84601,2,2,0.084624,0.000209,0,'Condo/Townhome/Row Home/Co-Op',199800
84663,4,2,0.148976,0.00136,0,'Multi-Family Home',287800
84045,3,2,0.260942,0.001988,3,'Single Family Home',355900
84058,3,2,0.081193,?,1,'Condo/Townhome/Row Home/Co-Op',217900
84045,3,2,0.251066,0.001674,2,'Single Family Home',293900
84043,4,2,0.225907,?,2,'Single Family Home',470900
84003,5,3,0.452646,0.00429,3,'Single Family Home',599000
84003,3,2,0.227466,0.003872,0,'Single Family Home',299900
84062,4,2,0.292962,0.003558,2,'Single Family Home',389900
84062,4,2,0.175174,0.002302,2,'Single Family Home',259900
84655,6,3,0.239838,0.002302,2,'Single Family Home',289900
84057,2,1,0.040233,0.000105,0,'Condo/Townhome/Row Home/Co-Op',150000
84005,3,2,0.199813,0.000942,2,'Single Family Home',301900
84655,3,2,0.294521,0.003663,2,'Single Family Home',320000
84005,4,2,0.195135,0.001779,2,'Single Family Home',239900
84606,3,3,0.045119,0,0,'Condo/Townhome/Row Home/Co-Op',194900
84062,3,2,0.102713,0.000105,2,'Condo/Townhome/Row Home/Co-Op',224900
84005,3,2,0.214367,0.002721,2,'Single Family Home',324990
84062,5,3,0.212392,0.002302,2,'Single Family Home',339900
84058,5,2,0.166026,0.001779,1,'Single Family Home',245000
84003,3,2,0.098451,0.000523,2,'Single Family Home',292015
84651,4,2,0.371972,0.002198,2,'Single Family Home',344900
84043,3,3,0.454829,0.002616,3,'Single Family Home',499900
84058,3,2,0.06851,0.000209,0,'Condo/Townhome/Row Home/Co-Op',169901
84660,4,2,0.325502,0.001988,2,'Single Family Home',387900
84045,3,2,0.285477,0.001674,2,'Single Family Home',331720
84663,3,2,0.175798,?,3,'Single Family Home',349950
84005,3,2,0.301591,0.005128,3,'Single Family Home',439999
84606,3,2,0.130471,0.002302,1,'Single Family Home',255000
84604,3,1,0.065391,0.00157,1,'Single Family Home',210000
84653,6,4,0.38216,0.007744,3,'Single Family Home',540000
84062,7,3,0.379561,0.004709,4,'Single Family Home',549900
84005,4,3,0.24358,0.001151,2,'Single Family Home',279900
84653,7,3,0.185986,0.001674,0,'Single Family Home',239999
84045,5,3,0.306581,0.002302,3,'Single Family Home',379900
84042,3,2,0.214783,0.003139,2,'Single Family Home',329900
84057,3,2,0.191704,0.000209,2,'Condo/Townhome/Row Home/Co-Op',307900
84042,8,3,0.563884,0.007011,3,'Single Family Home',529900
84043,3,2,0.076827,0,1,'Condo/Townhome/Row Home/Co-Op',184900
84601,6,3,0.165714,0.001465,0,'Multi-Family Home',448000
84058,3,2,0.121634,0.002302,2,'Single Family Home',287000
84058,4,2,0.313338,0.001151,2,'Single Family Home',390000
84663,3,2,0.113629,0.00136,1,'Single Family Home',244900
84057,3,2,0.136085,0.001779,1,'Single Family Home',233000
84651,4,2,0.361784,0.003558,2,'Single Family Home',424900
84651,4,2,0.361784,0.003558,2,'Single Family Home',424900
84601,2,2,0.294937,0.00136,2,'Single Family Home',380750
84604,3,3,0.142322,0,0,'Condo/Townhome/Row Home/Co-Op',259900
84062,2,2,0.072149,0.000105,1,'Condo/Townhome/Row Home/Co-Op',204900
84005,4,3,0.135253,0.000523,2,'Single Family Home',300000
84660,4,2,0.259382,0.001256,2,'Single Family Home',343000
84651,4,2,0.369477,0.003872,3,'Single Family Home',445800
84606,3,2,0.125689,0.001779,0,'Single Family Home',260000
84651,3,2,0.391413,0.001988,2,'Single Family Home',368900
84651,4,2,0.317912,0.001988,2,'Single Family Home',355900
84045,3,2,0.26666,?,2,'Single Family Home',288990
84062,4,2,0.550889,0.002512,3,'Single Family Home',750000
84003,3,2,0.173823,0.001674,1,'Condo/Townhome/Row Home/Co-Op',249900
84651,3,2,0.302734,0.002198,2,'Single Family Home',322400
84005,4,2,0.174966,?,2,'Single Family Home',408900
84058,5,3,0.240462,0.002512,2,'Single Family Home',299900
84005,6,3,0.279863,0.002407,2,'Single Family Home',349900
84601,4,4,0.093981,0.00157,0,'Single Family Home',219900
84664,3,1,0.076515,0.004395,0,'Single Family Home',219900
84045,4,3,0.236095,0,2,'Condo/Townhome/Row Home/Co-Op',289900
84604,4,4,0.088679,0,0,'Condo/Townhome/Row Home/Co-Op',205000
84003,3,2,0.184946,0.000105,2,'Single Family Home',329900
84043,4,2,0.402433,0.002825,3,'Single Family Home',482900
84043,4,2,0.250442,?,3,'Single Family Home',402950
84651,3,2,0.285165,0.003663,2,'Single Family Home',378190
84651,3,2,0.335378,0.003663,3,'Single Family Home',427800
84005,3,2,0.217382,0.000942,2,'Single Family Home',299990
84003,5,2,0.198046,0.002198,2,'Single Family Home',304900
84043,4,3,0.171016,0.000105,0,'Condo/Townhome/Row Home/Co-Op',224999
84097,5,3,0.235887,0.002093,2,'Single Family Home',298000
84651,3,2,0.285165,0.003663,2,'Single Family Home',361565
84663,4,2,0.184739,0.003558,2,'Single Family Home',314900
84057,3,1,0.072669,0.002093,0,'Single Family Home',174900
84005,2,1,0.107911,0.000105,0,'Condo/Townhome/Row Home/Co-Op',199000
84045,3,2,0.151679,?,3,'Single Family Home',366950
84045,3,2,0.34515,?,2,'Single Family Home',337990
84045,4,2,0.198461,?,3,'Single Family Home',376950
84003,4,2,0.319888,?,3,'Single Family Home',430990
84653,3,2,0.321343,0.002093,2,'Single Family Home',385394
84601,4,2,0.337041,0.002093,3,'Single Family Home',390000
84043,5,4,0.190145,?,3,'Single Family Home',366950
84003,4,3,0.177149,0.000105,2,'Condo/Townhome/Row Home/Co-Op',290000
84604,3,2,0.260838,0.00136,0,'Single Family Home',424900
84651,3,2,0.32415,0.003453,2,'Single Family Home',379900
84042,4,3,0.232665,0.002825,2,'Single Family Home',378000
84043,4,2,0.444017,0.003767,3,'Single Family Home',625000
84045,3,2,0.080362,0.000209,1,'Condo/Townhome/Row Home/Co-Op',199000
84660,5,3,0.335482,0.002616,3,'Single Family Home',441000
84003,4,3,0.311571,0.002825,3,'Single Family Home',489000
84097,4,3,0.175382,0.000105,0,'Condo/Townhome/Row Home/Co-Op',230000
84049,3,2,0.098659,0.000523,2,'Single Family Home',425000
84601,5,2,0.232353,0.00293,2,'Single Family Home',315999
84663,4,2,0.193159,0.002302,2,'Single Family Home',249900
84078,3,3,0.358769,0.003035,2,'Single Family Home',279000
84043,3,3,0.168521,0.000209,2,'Condo/Townhome/Row Home/Co-Op',310000
84062,4,2,0.245036,0.004081,3,'Single Family Home',335000
84601,5,2,0.182867,0.001674,0,'Single Family Home',242000
84045,3,2,0.201996,0.000105,2,'Condo/Townhome/Row Home/Co-Op',244900
84057,5,3,0.209481,0.001988,2,'Single Family Home',289000
84043,2,2,0.210001,?,2,'Single Family Home',477900
84604,4,3,0.30263,0.004081,2,'Single Family Home',329900
84058,4,1,0.114253,0.001884,0,'Single Family Home',230000
84005,3,2,0.075372,0.000209,0,'Condo/Townhome/Row Home/Co-Op',151900
84005,4,2,0.297848,0.007221,3,'Single Family Home',399890
84005,3,2,0.178709,0.000942,2,'Single Family Home',279990
84043,3,2,0.219254,?,2,'Single Family Home',374950
84651,3,2,0.335378,?,2,'Single Family Home',367900
84655,4,2,0.264373,0.001884,2,'Single Family Home',296000
84005,2,1,0.106144,0.000105,0,'Condo/Townhome/Row Home/Co-Op',195900
84005,2,1,0.106144,0.000105,0,'Condo/Townhome/Row Home/Co-Op',195900
84005,2,1,0.106144,0.000105,0,'Condo/Townhome/Row Home/Co-Op',195900
84005,2,1,0.107911,0.000105,0,'Condo/Townhome/Row Home/Co-Op',199000
84005,2,1,0.166233,0.000105,0,'Condo/Townhome/Row Home/Co-Op',209000
84005,2,1,0.106144,0.000105,0,'Condo/Townhome/Row Home/Co-Op',195900
84005,2,1,0.166233,0.000105,0,'Condo/Townhome/Row Home/Co-Op',209000
84604,6,3,0.354403,0.002198,2,'Single Family Home',375000
84045,3,2,0.3307,?,2,'Single Family Home',346990
84043,5,4,0.15906,?,3,'Single Family Home',356950
84043,2,6,0.761514,0.004709,0,'Multi-Family Home',849000
84043,4,2,0.204803,?,2,'Single Family Home',457900
84651,5,3,0.360017,0.012976,2,'Single Family Home',350000
84660,3,2,0.151367,0.000105,2,'Condo/Townhome/Row Home/Co-Op',249900
84660,3,2,0.151575,0.000105,2,'Condo/Townhome/Row Home/Co-Op',254900
84660,3,2,0.152407,0.000105,2,'Condo/Townhome/Row Home/Co-Op',254900
84660,3,2,0.151575,0.000105,2,'Condo/Townhome/Row Home/Co-Op',254900
84660,3,2,0.151367,0.000105,2,'Condo/Townhome/Row Home/Co-Op',249900
84058,4,1,0.126624,0.002407,2,'Single Family Home',214900
84062,7,4,0.398378,0.003872,3,'Single Family Home',549900
84043,5,2,0.357418,0.004604,2,'Single Family Home',389000
84653,3,2,0.125377,0.000209,2,'Condo/Townhome/Row Home/Co-Op',220000
84606,3,2,0.090342,0.000209,0,'Condo/Townhome/Row Home/Co-Op',170000
84057,5,2,0.160204,0.001674,2,'Single Family Home',239900
84606,5,2,0.19763,0.002721,1,'Single Family Home',259900
84651,2,1,0.078075,0.002512,0,'Single Family Home',199900
84057,4,3,0.20761,0.002093,2,'Single Family Home',264900
84005,3,2,0.181412,0.000209,2,'Condo/Townhome/Row Home/Co-Op',244900
84606,3,2,0.190352,0.000105,1,'Condo/Townhome/Row Home/Co-Op',232000
84005,3,2,0.196902,0.000419,2,'Condo/Townhome/Row Home/Co-Op',240900
84057,4,3,0.215095,0.002093,0,'Single Family Home',224900
84660,6,3,0.32415,0.002093,2,'Single Family Home',347000
84003,3,2,0.34515,?,3,'Single Family Home',469990
84058,3,2,0.249402,?,2,'Single Family Home',269500
84604,5,3,0.407631,0.003244,3,'Single Family Home',425000
84651,3,2,0.15407,0.00157,2,'Single Family Home',258000
84003,3,2,0.373947,0.002512,3,'Single Family Home',560305
84097,6,3,0.373532,0.003349,2,'Single Family Home',570000
84058,4,3,0.287868,0.002616,2,'Single Family Home',379900
84003,6,3,0.32862,0.003035,2,'Single Family Home',520000
84601,6,2,0.226947,0.001779,2,'Single Family Home',331000
84601,3,2,0.135981,0.000523,2,'Single Family Home',279000
84097,4,2,0.132758,0.001465,1,'Single Family Home',229900
84043,3,2,0.182451,?,2,'Single Family Home',442900
84604,6,3,0.342551,0.002093,0,'Single Family Home',339500
84653,6,4,0.451502,0.011511,3,'Single Family Home',479900
84604,6,4,0.411373,0,2,'Condo/Townhome/Row Home/Co-Op',625000
84003,5,4,0.364799,0.003139,2,'Single Family Home',509000
84604,2,2,0.081921,0,2,'Condo/Townhome/Row Home/Co-Op',285000
84651,5,3,0.203867,0.002407,2,'Single Family Home',249900
84003,2,1,0.037426,0.001884,0,'Single Family Home',184900
84663,4,2,0.198877,0.002512,2,'Single Family Home',314900
84062,4,2,0.123194,0.002302,2,'Single Family Home',280000
84097,5,2,0.226323,0.001988,0,'Single Family Home',285000
84653,2,2,0.078906,0.000209,1,'Condo/Townhome/Row Home/Co-Op',209900
84005,3,2,0.131303,0.000314,0,'Condo/Townhome/Row Home/Co-Op',204900
84097,4,2,0.126001,0.001779,0,'Single Family Home',269900
84003,5,3,0.337665,0.032859,2,'Single Family Home',869000
84651,3,2,0.285165,?,2,'Single Family Home',331900
84604,1,1,0.01549,0.001256,0,'Single Family Home',315000
84663,6,3,0.240462,0.002512,2,'Single Family Home',289700
84655,3,2,0.29265,0.002616,2,'Single Family Home',329000
84005,4,2,0.32363,0.001779,3,'Single Family Home',379949
84062,2,2,0.065703,0.000314,0,'Condo/Townhome/Row Home/Co-Op',177900
84045,4,2,0.337041,?,2,'Single Family Home',352990
84660,5,2,0.146689,0.001465,2,'Single Family Home',272000
84601,3,2,0.167273,0.002093,2,'Single Family Home',239900
84003,3,2,0.373947,?,3,'Single Family Home',479990
84651,4,2,0.256887,0.003558,4,'Single Family Home',440780
84005,3,2,0.16509,?,2,'Single Family Home',399900
84043,5,4,0.352739,0.003453,3,'Single Family Home',429900
84045,4,2,0.315002,0.002407,3,'Single Family Home',421226
84043,5,3,0.286308,0.002093,2,'Single Family Home',389900
84045,3,2,0.307308,0.002407,3,'Single Family Home',405226
84005,5,3,0.268011,0.001151,2,'Single Family Home',325000
84601,4,2,0.098659,0.00157,0,'Single Family Home',235900
84663,3,2,0.173095,0.001674,2,'Single Family Home',259900
84045,6,3,0.2756,0.003349,3,'Single Family Home',360000
84601,4,3,0.168521,0.002093,2,'Single Family Home',299900
84606,6,3,0.298264,0.001988,2,'Single Family Home',349900
84045,4,2,0.385279,0.002302,3,'Single Family Home',428973
84660,4,3,0.176214,0.001465,2,'Single Family Home',279900
84651,3,1,0.070278,0.003453,0,'Single Family Home',200000
84043,4,2,0.177357,?,2,'Single Family Home',436900
84005,4,3,0.145337,0.000105,0,'Condo/Townhome/Row Home/Co-Op',199900
84057,5,2,0.188273,0.001988,2,'Single Family Home',299900
84042,6,3,0.505978,0.003139,3,'Single Family Home',699900
84660,5,4,0.52178,0.003139,3,'Single Family Home',499900
84601,3,2,0.100738,0.001988,2,'Single Family Home',239900
84664,4,3,0.32519,0.001465,2,'Single Family Home',420900
84664,4,2,0.371764,0.001465,2,'Single Family Home',414900
84005,3,2,0.134421,0.001256,2,'Single Family Home',243900
84045,4,3,0.292026,?,3,'Single Family Home',434950
84005,3,2,0.204699,0.000105,2,'Condo/Townhome/Row Home/Co-Op',235555
84045,4,2,0.387982,?,2,'Single Family Home',372990
84655,4,2,0.235679,0.002093,2,'Single Family Home',268900
84655,4,2,0.210937,0.00157,2,'Single Family Home',255900
84655,3,2,0.221125,0.001779,2,'Single Family Home',248900
84043,6,3,0.116332,?,3,'Single Family Home',346950
84005,3,2,0.132446,?,2,'Single Family Home',391900
84043,6,5,0.670444,0.003558,4,'Single Family Home',849800
84663,4,3,0.2336,0.001988,2,'Single Family Home',329900
84003,7,5,0.592785,0.006593,3,'Single Family Home',599000
84003,5,2,0.249194,0.002512,2,'Single Family Home',309900
84003,6,4,0.59632,0.003558,4,'Single Family Home',799900
84062,5,3,0.347125,0.002721,2,'Single Family Home',444900
84655,2,2,0.227778,0.00293,5,'Single Family Home',279900
84651,5,2,0.208754,0.006279,1,'Single Family Home',290000
84043,4,2,0.174966,?,2,'Single Family Home',447900
84005,3,2,0.262293,0.00157,2,'Single Family Home',295000
84043,5,3,0.290259,0.001779,2,'Single Family Home',367900
84005,6,3,0.28059,0.001256,2,'Single Family Home',329900
84057,4,3,0.183699,0.000209,0,'Condo/Townhome/Row Home/Co-Op',220000
84651,3,2,0.253457,0.001465,2,'Single Family Home',319999
84651,4,3,0.21863,0.001465,2,'Single Family Home',299900
84664,5,2,0.219877,0.01036,2,'Single Family Home',389500
84043,3,2,0.083896,0.001884,2,'Single Family Home',263000
84601,3,1,0.063312,0,0,'Condo/Townhome/Row Home/Co-Op',129900
84601,8,4,0.278719,0.003139,0,'Multi-Family Home',599900
