@relation homes-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute postal-code {84003,84004,84005,84013,84020,84042,84043,84045,84049,84057,84058,84062,84074,84078,84097,84601,84604,84606,84629,84633,84651,84653,84655,84660,84663,84664}
@attribute bedrooms {1,2,3,4,5,6,7,8}
@attribute bathrooms {1,2,3,4,5,6,8}
@attribute square-feet numeric
@attribute lot-size numeric
@attribute cars {0,1,2,3,4,5,6,7,8,10,12}
@attribute type {'Condo/Townhome/Row Home/Co-Op','Mfd/Mobile Home','Multi-Family Home','Single Family Home'}
@attribute cost numeric

@data
84045,4,2,0.263333,0.002198,2,'Single Family Home',300000
84660,5,2,0.165194,0.001674,0,'Single Family Home',252000
84003,4,2,0.240981,0.002093,2,'Condo/Townhome/Row Home/Co-Op',324900
84653,5,3,0.342135,0.002512,2,'Single Family Home',400000
84058,3,3,0.141179,0,1,'Condo/Townhome/Row Home/Co-Op',248000
84663,3,2,0.113109,0.002302,3,'Single Family Home',305460
84042,4,1,0.167169,0.003767,2,'Single Family Home',229900
84604,5,2,0.208754,0.00293,2,'Single Family Home',339900
84606,4,2,0.118827,0.001256,0,'Condo/Townhome/Row Home/Co-Op',275000
84660,3,2,0.254496,0.001674,2,'Single Family Home',270000
84005,5,3,0.279135,0.005337,3,'Single Family Home',410000
84062,3,2,0.071629,0.000209,0,'Condo/Townhome/Row Home/Co-Op',179000
84606,3,2,0.138892,0.001779,0,'Single Family Home',240000
84058,3,3,0.163011,0.000105,2,'Condo/Townhome/Row Home/Co-Op',271000
84057,3,1,0.072253,0.001674,1,'Single Family Home',199400
84062,3,2,0.180788,0.001988,2,'Single Family Home',294600
84651,5,3,0.316561,0.002512,2,'Single Family Home',309900
84663,3,2,0.106248,0.001779,2,'Single Family Home',250000
84601,3,2,0.081609,0.001256,0,'Multi-Family Home',210000
84045,4,2,0.271234,?,3,'Single Family Home',469950
84045,3,2,0.31916,?,2,'Single Family Home',314990
84043,3,2,0.116436,?,2,'Condo/Townhome/Row Home/Co-Op',254900
84664,3,2,0.312299,?,2,'Single Family Home',369990
84043,4,2,0.337041,?,2,'Single Family Home',369990
84043,3,1,0.09554,0.002616,0,'Single Family Home',180000
84062,3,2,0.48976,?,3,'Single Family Home',644990
84062,3,2,0.592057,?,3,'Single Family Home',649990
84062,4,3,0.372908,?,3,'Single Family Home',744990
84062,4,3,0.622934,?,4,'Single Family Home',754990
84003,3,2,0.385487,?,2,'Single Family Home',484990
84043,6,3,0.362512,0.001779,3,'Single Family Home',554900
84606,4,3,0.229234,0.001884,2,'Single Family Home',309900
84045,3,2,0.075788,0.000209,1,'Condo/Townhome/Row Home/Co-Op',183000
84043,5,2,0.163115,0.001988,2,'Single Family Home',339900
84601,4,2,0.139308,0.002093,1,'Single Family Home',226900
84045,3,2,0.268115,0.001988,2,'Single Family Home',339000
84062,6,3,0.391413,0.002198,0,'Single Family Home',445500
84043,5,3,0.186506,0.001256,2,'Single Family Home',319000
84043,5,3,0.293066,0.000628,2,'Single Family Home',439900
84651,5,3,0.254392,0.002407,2,'Single Family Home',289000
84003,4,2,0.187649,0.002302,2,'Single Family Home',319700
84062,3,2,0.122778,0.000942,2,'Single Family Home',290000
84651,3,2,0.080466,?,0,'Condo/Townhome/Row Home/Co-Op',174900
84660,3,2,0.102817,0.000209,2,'Condo/Townhome/Row Home/Co-Op',209000
84005,3,2,0.294105,0.002093,3,'Single Family Home',344950
84043,4,3,0.322071,0.002198,3,'Single Family Home',439100
84045,4,3,0.299615,0.002093,3,'Single Family Home',381900
84005,3,2,0.228922,0.00136,2,'Single Family Home',266400
84005,3,2,0.270714,0.00136,2,'Single Family Home',294900
84062,5,3,0.458364,0.004186,3,'Single Family Home',524900
84653,5,3,0.422185,0.005756,2,'Single Family Home',499999
84045,3,2,0.086184,0.000105,2,'Condo/Townhome/Row Home/Co-Op',219500
84020,5,3,0.351492,0.001151,2,'Single Family Home',425000
84664,6,3,0.367502,0.003349,2,'Single Family Home',435000
84062,7,3,0.378626,0.005023,4,'Single Family Home',440000
84005,3,2,0.190664,0.000523,2,'Single Family Home',294900
84003,6,3,0.386007,0.007953,3,'Single Family Home',579000
84057,4,1,0.168105,0.002407,1,'Single Family Home',240000
84651,4,2,0.146481,0.003244,1,'Single Family Home',247500
84663,3,2,0.131926,0.001256,2,'Condo/Townhome/Row Home/Co-Op',245000
84043,4,2,0.323007,0.00157,2,'Single Family Home',410000
84655,6,4,0.341304,0.003767,2,'Single Family Home',385000
84663,6,3,0.216758,0.00429,0,'Single Family Home',299900
84003,7,4,0.400665,0.003558,2,'Single Family Home',565000
84663,5,3,0.181828,0.001884,2,'Single Family Home',284900
84045,3,2,0.307516,0.001779,2,'Single Family Home',329999
84043,4,3,0.228818,0.001465,2,'Single Family Home',317900
84043,5,3,0.323318,0.002825,2,'Single Family Home',429900
84057,4,2,0.12652,0.001884,2,'Single Family Home',275000
84651,5,3,0.264996,0.00586,0,'Single Family Home',288000
84005,5,3,0.168521,0.00157,2,'Single Family Home',254900
84005,4,2,0.269155,0.004081,2,'Single Family Home',328900
84045,5,3,0.233392,0.003663,2,'Single Family Home',315000
84003,4,2,0.131095,0.002512,2,'Single Family Home',272900
84005,3,2,0.08005,0.000209,0,'Condo/Townhome/Row Home/Co-Op',159900
84653,3,2,0.480715,0.00743,3,'Single Family Home',475900
84045,4,2,0.203659,?,2,'Single Family Home',439950
84043,4,2,0.324462,0.001674,2,'Single Family Home',359000
84003,6,4,0.390789,0.003349,3,'Single Family Home',639900
84045,3,2,0.280383,?,2,'Single Family Home',304990
84043,3,2,0.116436,?,2,'Condo/Townhome/Row Home/Co-Op',250900
84664,2,2,0.263437,0.000523,3,'Single Family Home',332400
84664,3,2,0.260838,?,2,'Single Family Home',374990
84664,4,2,0.308972,0.002302,3,'Single Family Home',429900
84062,7,4,0.378938,0.00293,2,'Single Family Home',509900
84005,4,2,0.267387,?,2,'Single Family Home',444900
84043,6,3,0.353467,0.002512,3,'Single Family Home',489900
84005,6,4,0.600998,0.003349,7,'Single Family Home',624500
84062,4,2,0.449631,0.005337,3,'Single Family Home',660000
84043,4,2,0.143362,0.001988,2,'Single Family Home',295900
84660,5,3,0.383928,0.001988,2,'Single Family Home',400000
84653,5,2,0.342551,0.001988,2,'Single Family Home',349900
84604,4,2,0.32914,0.002407,2,'Single Family Home',389900
84660,5,3,0.191392,0.001988,2,'Single Family Home',272700
84655,3,2,0.2861,0.002302,2,'Single Family Home',280000
84663,2,2,0.078698,0.000314,1,'Condo/Townhome/Row Home/Co-Op',169900
84653,7,3,0.314482,0.003453,3,'Single Family Home',370000
84660,4,2,0.24067,0.001151,2,'Condo/Townhome/Row Home/Co-Op',249900
84005,5,2,0.251377,0.001674,2,'Single Family Home',315000
84604,3,2,0.090134,0.000105,0,'Condo/Townhome/Row Home/Co-Op',205000
84003,4,3,0.379977,0.001779,2,'Single Family Home',489000
84660,4,2,0.130783,0.001046,2,'Single Family Home',244500
84097,5,3,0.376546,0.002407,2,'Single Family Home',399900
84057,4,3,0.158956,0.002093,2,'Single Family Home',265900
84062,3,2,0.287868,0.000419,2,'Condo/Townhome/Row Home/Co-Op',274900
84604,5,4,0.286932,0.001779,2,'Single Family Home',389900
84651,3,2,0.079946,0.000105,2,'Condo/Townhome/Row Home/Co-Op',187500
84043,3,2,0.111966,0.001884,2,'Single Family Home',195000
84058,4,3,0.312299,0.000628,2,'Single Family Home',379900
84045,3,2,0.274769,0.002512,3,'Single Family Home',389900
84045,3,2,0.078906,0.000209,1,'Condo/Townhome/Row Home/Co-Op',182800
84043,5,2,0.152095,0.001674,2,'Single Family Home',295000
84062,5,2,0.173511,0.001884,0,'Single Family Home',259900
84045,3,2,0.172471,?,2,'Single Family Home',349950
84663,4,2,0.098659,0.002302,2,'Single Family Home',199900
84005,3,2,0.08057,0.000209,0,'Condo/Townhome/Row Home/Co-Op',149900
84045,4,2,0.271754,?,2,'Single Family Home',345900
84043,3,2,0.118308,?,2,'Condo/Townhome/Row Home/Co-Op',263900
84664,3,2,0.385487,?,2,'Single Family Home',415990
84057,6,2,0.32571,0.002198,2,'Single Family Home',455000
84057,7,2,0.363551,0.002302,2,'Single Family Home',476000
84057,6,2,0.340368,0.001884,2,'Single Family Home',445000
84663,4,3,0.327165,0.003663,2,'Single Family Home',339500
84660,4,4,0.551928,0.031289,3,'Single Family Home',899900
84043,4,2,0.194199,0.001674,2,'Single Family Home',314900
84003,5,3,0.310427,0.002616,2,'Single Family Home',372900
84005,4,3,0.253769,?,2,'Single Family Home',464900
84005,4,2,0.267803,?,2,'Single Family Home',458900
84045,3,2,0.076723,0,1,'Condo/Townhome/Row Home/Co-Op',179900
84005,3,2,0.262501,0.00157,2,'Single Family Home',274900
84003,5,2,0.260838,0.002825,2,'Single Family Home',399999
84042,5,4,0.280175,0.00293,4,'Single Family Home',425000
84651,3,1,0.061441,0.000105,2,'Condo/Townhome/Row Home/Co-Op',155000
84043,5,3,0.215095,0.001256,2,'Single Family Home',315000
84005,3,2,0.07558,0.000209,1,'Condo/Townhome/Row Home/Co-Op',159000
84062,3,2,0.086184,0.000209,0,'Condo/Townhome/Row Home/Co-Op',179000
84601,5,3,0.164362,0.001465,2,'Single Family Home',275000
84057,5,3,0.183907,0.001988,2,'Single Family Home',289900
84057,3,3,0.171432,0.000209,0,'Condo/Townhome/Row Home/Co-Op',220000
84003,3,1,0.101362,0.001988,0,'Single Family Home',244900
84043,5,2,0.16062,0.002721,2,'Single Family Home',339900
84003,4,2,0.183491,0.003872,2,'Single Family Home',269900
84043,3,2,0.085664,0.000105,1,'Condo/Townhome/Row Home/Co-Op',219900
84057,4,3,0.218942,0.00157,2,'Single Family Home',329900
84660,6,3,0.281214,0.001884,2,'Single Family Home',340000
84043,4,2,0.246595,0.001884,2,'Single Family Home',364900
84664,3,2,0.428839,0.003767,3,'Single Family Home',479900
84057,2,2,0.074748,0.003035,0,'Condo/Townhome/Row Home/Co-Op',142000
84653,3,2,0.482275,0.003035,3,'Single Family Home',525343
84057,4,1,0.14856,0.00157,0,'Single Family Home',219900
84005,3,2,0.07506,0.000209,0,'Condo/Townhome/Row Home/Co-Op',168000
84601,2,1,0.048758,0.006174,1,'Single Family Home',265000
84601,3,2,0.053332,0.000105,0,'Condo/Townhome/Row Home/Co-Op',155000
84062,3,2,0.07454,0.000209,0,'Condo/Townhome/Row Home/Co-Op',180000
84045,3,2,0.225907,0.000942,2,'Single Family Home',309487
84601,4,2,0.151055,0.001988,2,'Single Family Home',255000
84664,3,2,0.4357,0.003349,3,'Single Family Home',459900
84660,3,2,0.322799,0.003977,3,'Single Family Home',419900
84601,3,2,0.285477,?,2,'Single Family Home',329990
84045,4,2,0.283501,?,2,'Single Family Home',293990
84045,3,2,0.180164,0,2,'Condo/Townhome/Row Home/Co-Op',244480
84664,4,2,0.345046,0.002302,3,'Single Family Home',439900
84663,3,2,0.229026,?,3,'Single Family Home',359950
84651,5,3,0.18162,0.002407,2,'Single Family Home',284900
84005,5,2,0.275185,0.000314,2,'Condo/Townhome/Row Home/Co-Op',268000
84604,3,2,0.09606,0.000209,1,'Condo/Townhome/Row Home/Co-Op',217000
84601,4,2,0.130887,0.001465,0,'Multi-Family Home',235900
84663,4,3,0.397235,0.005756,3,'Single Family Home',688000
84043,4,2,0.411477,0.003349,3,'Single Family Home',528000
84043,4,1,0.119035,0.004186,0,'Single Family Home',240000
84005,3,2,0.281214,0.002302,2,'Single Family Home',348900
84045,4,2,0.282462,0.000733,0,'Single Family Home',308605
84003,3,2,0.097203,0.000523,2,'Single Family Home',289900
84660,2,1,0.082233,0.002198,0,'Single Family Home',219900
84062,3,2,0.097619,0.000209,2,'Condo/Townhome/Row Home/Co-Op',230000
84663,4,1,0.161451,0.002407,1,'Single Family Home',259900
84043,5,3,0.297016,0.00136,2,'Single Family Home',384900
84057,5,2,0.250442,0.001674,1,'Single Family Home',270000
84601,3,2,0.135877,0.001988,2,'Single Family Home',279000
84660,5,3,0.271442,0.001674,3,'Single Family Home',339900
84005,3,2,0.080362,?,0,'Condo/Townhome/Row Home/Co-Op',169900
84042,5,3,0.226115,0.00293,2,'Single Family Home',339000
84043,4,1,0.154902,0.002198,0,'Single Family Home',259000
84058,7,4,0.385591,0.002616,2,'Single Family Home',449900
84663,2,1,0.050837,?,1,'Condo/Townhome/Row Home/Co-Op',150000
84003,4,2,0.142842,0.000314,2,'Condo/Townhome/Row Home/Co-Op',275300
84062,3,2,0.21156,0.000419,2,'Condo/Townhome/Row Home/Co-Op',274700
84651,5,3,0.146481,0.001674,2,'Single Family Home',264900
84043,4,2,0.132342,0.001256,2,'Single Family Home',291000
84604,3,1,0.188065,0.001884,0,'Single Family Home',250000
84601,3,2,0.053332,0.000105,0,'Condo/Townhome/Row Home/Co-Op',149900
84660,4,2,0.299823,0.001674,2,'Single Family Home',342900
84663,2,1,0.024223,0.001151,1,'Single Family Home',179000
84660,3,2,0.243996,0.001779,2,'Single Family Home',319900
84604,3,2,0.079426,0.000942,1,'Condo/Townhome/Row Home/Co-Op',209999
84005,4,3,0.206674,0.001465,2,'Single Family Home',299990
84660,3,2,0.333818,0.001884,2,'Single Family Home',331900
84660,3,2,0.349517,0.001779,2,'Single Family Home',337900
84660,3,1,0.119867,0.003767,1,'Single Family Home',239900
84003,3,1,0.119867,0.002825,1,'Single Family Home',239900
84660,3,2,0.303254,0.002302,2,'Single Family Home',345900
84045,3,2,0.264788,?,3,'Single Family Home',319990
84045,3,2,0.266244,?,2,'Single Family Home',284990
84663,5,4,0.249922,?,3,'Single Family Home',379950
84062,4,3,0.19763,0.0045,2,'Single Family Home',329900
84660,6,3,0.252521,0.001884,2,'Single Family Home',334900
84651,4,2,0.275185,0.002093,3,'Single Family Home',335000
84043,5,2,0.416156,0.004709,4,'Single Family Home',609900
84058,3,2,0.102401,0.000105,0,'Condo/Townhome/Row Home/Co-Op',229900
84601,3,1,0.067159,0.001256,0,'Single Family Home',194900
84606,5,3,0.432789,0.000209,2,'Condo/Townhome/Row Home/Co-Op',425000
84097,6,4,0.397858,0.002198,2,'Single Family Home',450000
84062,4,2,0.125585,0.002198,2,'Single Family Home',264900
84058,3,2,0.128808,0.000209,2,'Condo/Townhome/Row Home/Co-Op',245000
84604,4,2,0.224556,0.003663,2,'Single Family Home',279900
84057,5,3,0.576567,0.002616,2,'Single Family Home',550000
84005,3,2,0.07558,?,0,'Condo/Townhome/Row Home/Co-Op',159900
84003,3,2,0.13307,0.000105,1,'Condo/Townhome/Row Home/Co-Op',244900
84660,3,2,0.090342,0.000105,0,'Condo/Townhome/Row Home/Co-Op',185000
84655,2,2,0.161451,0.004918,0,'Single Family Home',213900
84005,3,2,0.131511,0.000314,0,'Condo/Townhome/Row Home/Co-Op',199999
84660,3,2,0.133382,0.001256,2,'Single Family Home',259900
84057,3,1,0.089302,0,0,'Condo/Townhome/Row Home/Co-Op',195000
84604,2,1,0.037322,0,0,'Condo/Townhome/Row Home/Co-Op',84900
84045,3,2,0.078594,0.000209,1,'Condo/Townhome/Row Home/Co-Op',169000
84606,2,1,0.104897,0.001046,0,'Single Family Home',160000
84005,3,2,0.13806,0.000419,2,'Single Family Home',222900
84042,5,3,0.36771,0.004709,2,'Single Family Home',450000
84604,5,5,0.696434,0.005965,0,'Single Family Home',699900
84004,6,3,0.451086,0.004814,4,'Single Family Home',619900
84058,4,2,0.140659,0.002198,2,'Single Family Home',298000
84663,4,2,0.156877,0.001674,2,'Single Family Home',315000
84062,3,2,0.070382,0.000209,1,'Condo/Townhome/Row Home/Co-Op',190000
84664,4,2,0.271026,0.001779,2,'Single Family Home',420000
84601,4,2,0.153134,0.002407,0,'Single Family Home',267500
84651,5,2,0.34515,0.005232,0,'Single Family Home',319000
84601,4,2,0.136501,0.002512,3,'Single Family Home',299000
84663,4,3,0.140867,0.002302,2,'Single Family Home',264900
84660,3,2,0.433621,0.002407,2,'Single Family Home',391900
84005,3,2,0.227155,0.00157,2,'Single Family Home',240000
84005,5,2,0.402225,0.001151,2,'Single Family Home',265500
84043,4,3,0.180892,0.000942,2,'Single Family Home',305000
84042,3,2,0.138788,0.002302,2,'Single Family Home',289949
84057,2,1,0.031084,0.000105,0,'Condo/Townhome/Row Home/Co-Op',163000
84601,3,1,0.056243,0.001884,0,'Single Family Home',224900
84606,7,6,0.456077,0.001884,0,'Multi-Family Home',795000
84005,3,2,0.217902,0.001046,2,'Single Family Home',255000
84045,3,2,0.215199,?,2,'Single Family Home',299990
84043,2,1,0.023183,0.001884,0,'Single Family Home',150000
84653,6,3,0.46169,0.007639,3,'Single Family Home',500000
84601,3,2,0.157501,0.000523,2,'Condo/Townhome/Row Home/Co-Op',349900
84601,3,2,0.157501,0.000523,2,'Condo/Townhome/Row Home/Co-Op',349900
84045,5,3,0.180164,0.001465,2,'Single Family Home',299900
84058,4,4,0.229962,0.001465,2,'Single Family Home',384900
84663,4,3,0.2336,0.001988,2,'Single Family Home',299900
84655,3,2,0.171639,0.00157,2,'Single Family Home',224900
84655,4,2,0.403264,0.001988,2,'Single Family Home',269900
84655,3,2,0.294625,0.00157,2,'Single Family Home',244900
84043,4,2,0.166233,0.000942,2,'Single Family Home',280000
84043,3,2,0.132446,?,2,'Single Family Home',435900
84663,4,1,0.174031,0.002512,0,'Single Family Home',229900
84604,5,4,0.558374,0.003035,3,'Single Family Home',620000
84045,3,2,0.287244,0.002302,3,'Single Family Home',289900
84663,5,2,0.256991,0.001988,2,'Single Family Home',374999
84604,3,3,0.178917,0.005023,0,'Single Family Home',790000
84005,4,2,0.235575,?,2,'Single Family Home',443900
84005,3,2,0.080362,0.000209,0,'Condo/Townhome/Row Home/Co-Op',169999
84062,4,3,0.292442,0.002302,2,'Single Family Home',379100
84663,4,3,0.334858,0.000523,2,'Condo/Townhome/Row Home/Co-Op',345900
84003,5,3,0.22861,0.002407,2,'Single Family Home',364900
84663,3,2,0.103649,0.002616,2,'Single Family Home',249900
84003,3,3,0.176422,0.000105,2,'Condo/Townhome/Row Home/Co-Op',295000
84663,3,2,0.103649,0.002616,2,'Single Family Home',249900
84660,4,3,0.181516,0.001151,2,'Single Family Home',289990
84005,3,2,0.243996,0.001151,2,'Single Family Home',299900
84058,5,2,0.246907,0.001779,2,'Single Family Home',339900
84601,6,3,0.361784,0.002512,2,'Single Family Home',499900
84004,6,3,0.604949,0.009732,3,'Single Family Home',847900
84062,5,3,0.19555,0.003349,2,'Single Family Home',330000
84005,3,2,0.200229,0.001046,2,'Single Family Home',320000
84045,3,2,0.203244,0.000314,2,'Condo/Townhome/Row Home/Co-Op',244900
84043,4,2,0.139412,0.001151,2,'Single Family Home',274999
84062,5,3,0.303254,0.000523,0,'Single Family Home',369900
84651,3,2,0.052916,?,0,'Mfd/Mobile Home',47900
84003,5,3,0.198046,0.002407,2,'Single Family Home',317000
84663,2,1,0.060193,0.000105,0,'Condo/Townhome/Row Home/Co-Op',177000
84043,4,2,0.224452,?,2,'Single Family Home',385950
84062,3,2,0.096476,0.000105,2,'Condo/Townhome/Row Home/Co-Op',219900
84606,2,1,0.03597,0.001674,0,'Single Family Home',150000
84005,3,2,0.216551,0.000209,2,'Condo/Townhome/Row Home/Co-Op',241805
84045,3,2,0.170808,?,2,'Single Family Home',279990
84045,4,3,0.232768,?,2,'Single Family Home',277990
84005,4,2,0.225907,?,2,'Single Family Home',434900
84043,3,2,0.288076,?,2,'Single Family Home',426900
84664,6,6,0.914128,0.028254,3,'Single Family Home',599000
84042,4,3,0.354403,0.000628,2,'Condo/Townhome/Row Home/Co-Op',359000
84058,4,2,0.210313,0.002721,1,'Single Family Home',289900
84058,3,2,0.177565,0.006593,0,'Single Family Home',309800
84003,4,3,0.242957,0.002302,2,'Single Family Home',289900
84062,4,2,0.214991,0.000419,2,'Single Family Home',294900
84003,4,3,0.286412,0.000523,2,'Condo/Townhome/Row Home/Co-Op',359000
84062,4,2,0.167689,0.002302,2,'Single Family Home',289900
84604,4,2,0.262501,0.002407,2,'Single Family Home',324500
84043,4,3,0.272378,0.002302,3,'Single Family Home',364900
84042,7,5,0.660048,0.005442,3,'Single Family Home',674900
84651,6,2,0.282046,0.002302,2,'Single Family Home',339900
84043,4,3,0.166961,0.002302,2,'Single Family Home',304900
84651,4,3,0.206362,0.000314,2,'Condo/Townhome/Row Home/Co-Op',219999
84663,3,2,0.100738,0.001988,1,'Single Family Home',209800
84660,2,1,0.049589,0.001465,0,'Single Family Home',175000
84655,5,2,0.20813,0.003035,2,'Single Family Home',249900
84045,3,2,0.173511,0.000209,2,'Condo/Townhome/Row Home/Co-Op',244900
84663,6,2,0.210937,0.001674,0,'Multi-Family Home',289900
84045,4,2,0.232041,0.000209,2,'Condo/Townhome/Row Home/Co-Op',269900
84663,4,2,0.163531,0.20563,0,'Single Family Home',450000
84043,3,2,0.151679,?,3,'Single Family Home',361950
84062,4,3,0.246387,0.002302,2,'Single Family Home',329900
84005,3,2,0.07558,?,0,'Condo/Townhome/Row Home/Co-Op',159900
84045,3,2,0.225699,?,2,'Single Family Home',273990
84045,3,2,0.198149,?,2,'Single Family Home',263990
84005,3,2,0.260942,0.00157,2,'Single Family Home',350900
84004,6,4,0.421873,0.004709,3,'Single Family Home',639900
84043,5,3,0.211041,0.001988,2,'Single Family Home',375000
84043,3,2,0.117476,?,2,'Single Family Home',424900
84604,5,2,0.271234,0.002825,3,'Single Family Home',474900
84606,3,2,0.088263,0,0,'Condo/Townhome/Row Home/Co-Op',179900
84097,6,4,0.374987,0.003035,2,'Single Family Home',425000
84043,4,3,0.635305,0.003453,3,'Single Family Home',629900
84660,6,3,0.29265,0.002825,2,'Single Family Home',350000
84004,4,2,0.252625,0.002302,2,'Single Family Home',398000
84601,8,4,0.272274,0.002198,0,'Multi-Family Home',459900
84660,5,3,0.243788,0.01036,2,'Single Family Home',289900
84045,4,2,0.196798,0.002302,2,'Single Family Home',317950
84005,4,3,0.1706,0.00136,2,'Single Family Home',275000
84005,5,2,0.38923,0.002407,2,'Single Family Home',294900
84020,5,3,0.492775,0.003139,3,'Single Family Home',689000
84045,4,2,0.431334,0.002302,4,'Single Family Home',419900
84653,7,4,0.40316,0.007953,2,'Single Family Home',550000
84058,2,1,0.119139,0.003977,0,'Single Family Home',189900
84043,4,2,0.207818,?,2,'Single Family Home',371950
84005,3,2,0.179956,?,3,'Single Family Home',418900
84045,3,2,0.225907,?,2,'Single Family Home',271990
84058,4,2,0.173095,0.002721,0,'Single Family Home',265000
84005,4,2,0.31261,0.002302,2,'Single Family Home',364900
84043,3,2,0.144298,?,2,'Single Family Home',322990
84660,3,2,0.257407,0.001256,2,'Single Family Home',317400
84043,5,3,0.475309,0.005128,3,'Single Family Home',649900
84606,6,4,0.599543,0.003035,3,'Single Family Home',850000
84663,6,3,0.305541,0.002302,2,'Single Family Home',339900
84005,3,2,0.192224,?,2,'Single Family Home',401900
84045,3,2,0.242021,0.002302,2,'Single Family Home',314950
84606,5,3,0.206154,0.001465,0,'Single Family Home',274900
84062,4,1,0.140243,0.003349,1,'Single Family Home',254900
84651,4,2,0.182763,0.001674,0,'Single Family Home',215000
84601,2,1,0.026614,0.001465,0,'Single Family Home',180000
84651,5,3,0.169352,0.001465,2,'Single Family Home',244000
84601,3,2,0.090342,0.001779,2,'Single Family Home',234900
84601,4,2,0.159476,0.001779,0,'Single Family Home',235000
84005,3,2,0.204491,0.000209,2,'Condo/Townhome/Row Home/Co-Op',255000
84633,5,3,0.228922,0.003453,2,'Single Family Home',249900
84043,3,2,0.120491,?,2,'Single Family Home',341950
84003,3,2,0.089718,0.000209,2,'Condo/Townhome/Row Home/Co-Op',224900
84043,3,2,0.179956,?,3,'Single Family Home',456900
84058,4,2,0.142115,0.001884,2,'Single Family Home',289900
84097,3,1,0.202204,0.001779,1,'Single Family Home',240000
84005,5,3,0.292234,0.001465,2,'Single Family Home',329500
84043,3,2,0.140763,?,2,'Single Family Home',319990
84043,3,2,0.34515,?,2,'Single Family Home',369990
84043,7,4,0.707974,0.005442,4,'Single Family Home',699000
84005,4,2,0.193575,?,2,'Single Family Home',405900
84045,5,3,0.381121,0.002512,3,'Single Family Home',450000
84097,7,4,0.563572,0.005546,3,'Single Family Home',700000
84606,5,3,0.194303,0.001779,2,'Single Family Home',319900
84043,5,3,0.322591,0.003558,3,'Single Family Home',449000
84045,3,2,0.206258,0.00136,2,'Single Family Home',320000
84043,3,2,0.204491,?,2,'Single Family Home',462900
84058,3,2,0.10552,0.002198,2,'Single Family Home',239900
84601,3,2,0.157501,0.001151,2,'Single Family Home',284900
84003,4,3,0.27664,0.000523,2,'Condo/Townhome/Row Home/Co-Op',354900
84663,2,1,0.096996,0.003035,0,'Single Family Home',190000
84601,3,2,0.185154,0.000419,2,'Condo/Townhome/Row Home/Co-Op',219900
84653,5,2,0.391829,0.003767,3,'Single Family Home',439900
84005,4,2,0.209689,0.000419,2,'Condo/Townhome/Row Home/Co-Op',249900
84062,3,1,0.078698,0.001046,0,'Single Family Home',125000
84660,5,3,0.284749,0.00429,3,'Single Family Home',395000
84057,3,2,0.19056,0.000209,2,'Condo/Townhome/Row Home/Co-Op',293999
84043,3,2,0.128912,?,2,'Single Family Home',305990
84057,3,2,0.050837,0.002093,0,'Single Family Home',214999
84057,4,2,0.145025,0.001884,0,'Single Family Home',219900
84045,3,2,0.193367,?,2,'Single Family Home',258990
84601,3,1,0.086184,0.000105,0,'Condo/Townhome/Row Home/Co-Op',187800
84005,3,2,0.304709,0.005128,3,'Single Family Home',424900
84043,3,2,0.285477,?,2,'Single Family Home',344990
84005,3,2,0.102817,0.000105,2,'Condo/Townhome/Row Home/Co-Op',201900
84062,5,3,0.271234,0.002512,2,'Single Family Home',357300
84043,6,4,0.388918,0.003244,5,'Single Family Home',739500
84043,4,3,0.152719,0.000837,2,'Single Family Home',278000
84043,3,2,0.375403,0.003767,4,'Single Family Home',545000
84660,4,2,0.130783,0.001988,2,'Single Family Home',244900
84043,5,2,0.458987,0.005442,3,'Single Family Home',625000
84005,3,2,0.194823,?,2,'Single Family Home',402900
84604,6,3,0.220293,0.002407,2,'Single Family Home',369900
84043,4,2,0.285581,0.000837,2,'Single Family Home',359900
84660,6,3,0.3097,0.002512,2,'Single Family Home',339900
84097,5,3,0.289323,0.002721,2,'Single Family Home',324900
84653,2,2,0.11654,0.000209,1,'Single Family Home',214900
84005,5,2,0.345462,0.005128,3,'Single Family Home',449999
84058,3,2,0.122986,0,1,'Condo/Townhome/Row Home/Co-Op',219900
84045,5,3,0.252833,0.001465,2,'Single Family Home',349999
84045,3,2,0.280383,0.00157,2,'Single Family Home',329990
84057,4,2,0.098659,0.00136,0,'Single Family Home',205000
84045,3,2,0.17611,?,2,'Single Family Home',252990
84043,3,2,0.127976,?,2,'Single Family Home',304990
84003,4,2,0.337041,?,3,'Single Family Home',472990
84043,5,3,0.486017,0.001988,3,'Single Family Home',599000
84005,3,2,0.082129,0,0,'Condo/Townhome/Row Home/Co-Op',199900
84058,5,3,0.207194,0.002093,2,'Single Family Home',320000
84003,5,3,0.410957,0.002616,3,'Single Family Home',599900
84043,8,6,0.681984,0.003453,3,'Single Family Home',649900
84604,5,3,0.28163,0.006907,2,'Single Family Home',424900
84004,6,3,0.261878,0.003035,2,'Single Family Home',419900
84042,4,2,0.362512,0.003035,3,'Single Family Home',433900
84057,4,3,0.207194,0.002512,2,'Single Family Home',289900
84057,4,2,0.428631,0.002512,3,'Single Family Home',549900
84043,4,2,0.24566,0.00157,2,'Single Family Home',330000
84601,5,2,0.262917,0.001988,2,'Single Family Home',284900
84005,3,2,0.211145,0.000837,2,'Single Family Home',309900
84005,3,2,0.199813,0.000942,2,'Single Family Home',306900
84003,4,1,0.194095,0.005128,1,'Single Family Home',260000
